movie_id,title,content_type,genre_primary,genre_secondary,release_year,duration_minutes,rating,language,country_of_origin,imdb_rating,production_budget,box_office_revenue,number_of_seasons,number_of_episodes,is_netflix_original,added_to_platform,content_warning
movie_0182,Mystery Adventure,Movie,Thriller,Unknown,1990,125,TV-14,English,USA,5.7,5738797,1406285,7,97,FALSE,09-10-2024,FALSE
movie_0183,House Phoenix,TV Series,Music,Romance,1999,42,G,English,USA,6.4,3778470,11102590.5,14,85,TRUE,04-05-2024,FALSE
movie_0184,Legend House,Documentary,Documentary,Unknown,2000,84,PG-13,English,USA,7.3,3778470,11102590.5,7,97,TRUE,26-06-2021,FALSE
movie_0185,King Ice,Documentary,History,Unknown,2020,83,TV-G,English,USA,7.4,3778470,11102590.5,7,97,FALSE,29-04-2023,FALSE
movie_0186,Old House,TV Series,Comedy,Unknown,1999,70,TV-G,English,USA,6.4,3778470,11102590.5,9,151,FALSE,08-03-2024,TRUE
movie_0187,First Journey,Documentary,Crime,Unknown,2012,102,TV-Y,English,South Korea,8.2,3778470,11102590.5,7,97,FALSE,07-02-2024,FALSE
movie_0188,Our Hero,Movie,Comedy,Unknown,1998,111,TV-PG,English,USA,9.3,6199801,15193445,7,97,FALSE,12-09-2022,FALSE
movie_0189,Family Mission,Movie,Documentary,Unknown,1993,85,TV-MA,Japanese,USA,5.8,593000,99504513,7,97,FALSE,10-10-2020,FALSE
movie_0190,Princess Night,Documentary,Fantasy,Unknown,2010,94,TV-MA,English,USA,6,3778470,11102590.5,7,97,TRUE,19-11-2020,TRUE
movie_0191,War Kingdom,Stand-up Comedy,Adventure,Unknown,2006,36,G,English,USA,5.5,3778470,11102590.5,7,97,FALSE,12-07-2022,FALSE
movie_0192,Family Queen,Movie,Comedy,Horror,2021,127,PG,Korean,Canada,6.1,52114579,24037884,7,97,FALSE,10-09-2020,FALSE
movie_0193,Love Story,Movie,Animation,Unknown,2002,53,TV-MA,English,India,4.3,5819919,20052531,7,97,TRUE,24-01-2023,FALSE
movie_0194,The Phoenix,Movie,Western,Unknown,2016,153,PG,German,USA,5.9,7058434,11893984,7,97,FALSE,03-12-2022,FALSE
movie_0195,New Phoenix,Limited Series,Music,Unknown,1996,18,NC-17,Korean,Canada,6.4,3778470,11102590.5,6,151,FALSE,15-06-2022,FALSE
movie_0196,Legend Mission,Movie,Mystery,Unknown,2014,69,TV-Y,Korean,Japan,4.3,5542251,1949871,7,97,FALSE,21-10-2022,FALSE
movie_0197,Adventure War,Documentary,History,Biography,1998,78,TV-MA,French,South Korea,7.3,3778470,11102590.5,7,97,TRUE,04-10-2021,FALSE
movie_0198,Phoenix Family,TV Series,Sport,Unknown,2007,48,TV-PG,Hindi,USA,4.9,3778470,11102590.5,6,141,TRUE,02-01-2023,FALSE
movie_0199,A Love,TV Series,Music,Unknown,1992,23,TV-Y7,English,India,8.3,3778470,11102590.5,3,53,FALSE,30-08-2020,FALSE
movie_0200,Legend Secret,TV Series,Drama,Unknown,2002,10,NC-17,English,USA,4.6,3778470,11102590.5,14,79,FALSE,15-10-2024,FALSE
movie_0201,Secret Battle,Movie,Adventure,Unknown,2012,142,R,English,USA,5.6,573288,11102590.5,7,97,FALSE,27-05-2022,TRUE
movie_0202,City Empire,Stand-up Comedy,Horror,Adventure,1961,47,TV-14,Spanish,France,6.1,3778470,11102590.5,7,97,FALSE,30-11-2020,FALSE
movie_0203,First Journey,Documentary,Action,Family,2008,87,TV-PG,English,Canada,6.4,3778470,11102590.5,7,97,TRUE,19-01-2023,FALSE
movie_0204,My Quest,Movie,Action,Unknown,1998,100,TV-14,English,UK,5.3,1055495,1732903,7,97,FALSE,24-04-2023,TRUE
movie_0205,Adventure Legend,TV Series,Drama,Adventure,2021,73,R,Japanese,USA,6.5,3778470,11102590.5,2,109,FALSE,18-11-2020,FALSE
movie_0206,Big Dragon,TV Series,Romance,Unknown,2003,50,PG-13,English,Canada,6,3778470,11102590.5,9,97,FALSE,13-04-2023,FALSE
movie_0207,Family Ice,TV Series,Sport,Mystery,1992,34,R,English,USA,7.5,3778470,11102590.5,8,15,TRUE,02-08-2020,TRUE
movie_0208,The Story,Movie,Thriller,Unknown,1993,109,R,Spanish,USA,7.4,5539041,11102590.5,7,97,TRUE,28-04-2021,FALSE
movie_0209,King Dragon,TV Series,History,Unknown,2023,44,TV-G,English,USA,6.2,3778470,11102590.5,9,89,TRUE,16-06-2022,TRUE
movie_0210,Princess Kingdom,Movie,Sport,Unknown,2018,83,TV-14,German,Canada,2.7,2206961,11102590.5,7,97,FALSE,15-02-2022,FALSE
movie_0211,Kingdom Princess,TV Series,Romance,Unknown,1998,39,PG-13,Italian,USA,6.1,3778470,11102590.5,2,97,FALSE,12-04-2022,FALSE
movie_0212,Story King,Stand-up Comedy,War,Unknown,2011,33,TV-Y,Hindi,UK,8,3778470,11102590.5,7,97,FALSE,08-12-2022,FALSE
movie_0213,Queen House,TV Series,Fantasy,Unknown,2015,44,PG,English,Canada,7.9,3778470,11102590.5,10,115,TRUE,15-03-2025,FALSE
movie_0214,Last Dragon,Stand-up Comedy,Animation,Comedy,1966,47,TV-Y7,English,USA,4.3,3778470,11102590.5,7,97,FALSE,12-11-2024,FALSE
movie_0215,City Warrior,Movie,Western,Unknown,2008,135,NC-17,English,USA,6.8,10268769,1769234,7,97,FALSE,24-02-2024,FALSE
movie_0216,Day City,Documentary,Action,Unknown,1993,85,G,Spanish,South Korea,8.5,3778470,11102590.5,7,97,FALSE,02-03-2024,FALSE
movie_0217,Quest Secret,Movie,Drama,Unknown,2008,93,TV-G,English,UK,6.9,1331293,136118745,7,97,FALSE,25-10-2024,FALSE
movie_0218,Journey Mission,Movie,Action,Documentary,1995,93,NC-17,English,India,6.2,8955476,5873907,7,97,FALSE,19-12-2020,FALSE
movie_0219,Bright Adventure,Movie,Comedy,Unknown,2021,102,NC-17,English,Canada,7.1,1852812,323259,7,97,TRUE,09-03-2025,FALSE
movie_0220,An War,TV Series,Comedy,History,2009,47,TV-MA,French,Germany,8.1,3778470,11102590.5,9,40,FALSE,21-02-2022,FALSE
movie_0221,Empire Kingdom,Documentary,Crime,Unknown,2016,46,TV-PG,English,USA,8.7,3778470,11102590.5,7,97,FALSE,25-06-2021,FALSE
movie_0222,Battle Phoenix,TV Series,Western,Drama,1994,329,TV-MA,Japanese,USA,6.4,3778470,11102590.5,11,153,FALSE,30-10-2020,FALSE
movie_0223,Story Phoenix,TV Series,History,Unknown,2006,50,TV-G,Hindi,USA,6.3,3778470,11102590.5,7,156,FALSE,22-10-2020,FALSE
movie_0224,The Princess,TV Series,Drama,Unknown,1994,62,R,German,USA,6.4,3778470,11102590.5,2,43,FALSE,12-05-2021,FALSE
movie_0225,Our Family,Movie,Adventure,Drama,1994,119,PG-13,Spanish,India,7.4,13813223,11102590.5,7,97,TRUE,16-05-2023,FALSE
movie_0226,A Dream,Stand-up Comedy,Western,Unknown,1998,67,TV-MA,English,USA,5.7,3778470,11102590.5,7,97,FALSE,23-03-2022,FALSE
movie_0227,Last Storm,Stand-up Comedy,Family,Unknown,2012,59,G,English,USA,6.8,3778470,11102590.5,7,97,FALSE,14-08-2023,FALSE
movie_0228,City Family,Movie,Family,Unknown,2015,144,TV-G,Korean,UK,6.4,951503,8854233,7,97,FALSE,04-06-2023,TRUE
movie_0229,Last Secret,Movie,Drama,Unknown,2003,115,PG-13,English,India,6.1,2856217,7370946,7,97,FALSE,04-03-2024,FALSE
movie_0230,Kingdom King,Movie,Biography,Unknown,2005,491,TV-14,Spanish,USA,7.2,7047373,7555541,7,97,FALSE,04-06-2021,FALSE
movie_0231,Storm Quest,Limited Series,Mystery,Unknown,2020,36,TV-Y,German,South Korea,7.5,3778470,11102590.5,10,88,FALSE,19-06-2025,FALSE
movie_0232,Kingdom War,TV Series,Sci-Fi,Unknown,2023,38,R,English,USA,5.5,3778470,11102590.5,14,42,FALSE,01-12-2023,FALSE
movie_0233,Storm Ice,Movie,History,War,2020,131,PG,English,USA,7.1,3778470,5648567,7,97,FALSE,31-07-2021,FALSE
movie_0234,An Fire,TV Series,Horror,Music,1991,58,TV-Y7,Japanese,South Korea,8.5,3778470,11102590.5,7,178,FALSE,11-01-2021,FALSE
movie_0235,Empire Story,Limited Series,Crime,Action,2011,45,G,English,USA,3.7,3778470,11102590.5,10,18,FALSE,06-03-2022,FALSE
movie_0236,Queen Warrior,Stand-up Comedy,Action,Animation,2006,81,TV-14,English,Canada,6.4,3778470,11102590.5,7,97,FALSE,22-08-2024,FALSE
movie_0237,Legend Warrior,TV Series,Animation,Unknown,2002,24,PG-13,English,Japan,6.4,3778470,11102590.5,8,82,FALSE,30-09-2020,FALSE
movie_0238,Bright Journey,TV Series,Adventure,Unknown,2011,46,PG-13,Korean,USA,8.7,3778470,11102590.5,4,133,FALSE,03-02-2022,FALSE
movie_0239,Kingdom Dream,Documentary,Sci-Fi,Drama,2015,79,G,Italian,USA,5.7,3778470,11102590.5,7,97,FALSE,17-10-2022,FALSE
movie_0240,Last House,Movie,Drama,Unknown,2022,152,NC-17,French,USA,6.4,3778470,38401267,7,97,FALSE,02-12-2024,FALSE
movie_0241,Dark Ice,TV Series,War,Unknown,2003,13,TV-14,Japanese,USA,4.9,3778470,11102590.5,10,90,FALSE,22-06-2022,FALSE
movie_0242,Mission Storm,Documentary,Sci-Fi,Unknown,2022,56,TV-14,English,USA,6.9,3778470,11102590.5,7,97,TRUE,16-06-2021,FALSE
movie_0243,New Quest,Movie,Comedy,Unknown,1997,147,TV-MA,Italian,USA,6.9,1340534,7497976,7,97,TRUE,11-12-2022,FALSE
movie_0244,Little City,Movie,History,Unknown,2005,563,TV-G,English,USA,5,2185872,141933150,7,97,FALSE,25-12-2020,FALSE
movie_0245,Night King,Movie,Mystery,Comedy,2010,81,TV-Y7,German,USA,5.5,3778470,11102590.5,7,97,FALSE,28-05-2024,FALSE
movie_0246,Empire Adventure,Documentary,Documentary,Unknown,2001,71,NC-17,English,UK,1.2,3778470,11102590.5,7,97,FALSE,12-10-2022,FALSE
movie_0247,Bright Princess,Documentary,Documentary,Unknown,2014,84,TV-PG,English,France,6.4,3778470,11102590.5,7,97,FALSE,16-07-2022,TRUE
movie_0248,Love Storm,TV Series,Mystery,Unknown,2002,17,TV-PG,Spanish,Japan,7,3778470,11102590.5,3,39,FALSE,13-02-2024,FALSE
movie_0249,City Storm,Documentary,War,Action,2009,67,TV-14,Hindi,USA,6.5,3778470,11102590.5,7,97,FALSE,14-07-2025,FALSE
movie_0250,First Ice,Limited Series,Sci-Fi,Mystery,2002,21,G,English,USA,2.6,3778470,11102590.5,5,170,FALSE,24-07-2024,TRUE
movie_0251,Queen Mystery,Limited Series,Comedy,Unknown,2013,0,TV-G,English,South Korea,6.4,3778470,11102590.5,2,24,FALSE,16-01-2021,FALSE
movie_0252,My Quest,Movie,Romance,Unknown,1995,140,TV-14,Spanish,USA,6.2,135680978,164970469,7,97,FALSE,12-10-2020,FALSE
movie_0253,City Queen,Documentary,Fantasy,Unknown,2013,99,TV-G,Spanish,USA,6.4,3778470,11102590.5,7,97,TRUE,04-11-2020,TRUE
movie_0254,Empire Mystery,TV Series,Drama,Unknown,2024,38,TV-14,English,Japan,7.1,3778470,11102590.5,3,84,FALSE,19-09-2021,FALSE
movie_0255,Dark Legend,Movie,Animation,Sport,2024,127,R,Hindi,USA,3.4,247987,11671074,7,97,FALSE,21-02-2023,TRUE
movie_0256,Kingdom War,Stand-up Comedy,Thriller,Unknown,2007,71,TV-14,English,USA,6.4,3778470,11102590.5,7,97,FALSE,07-03-2025,TRUE
movie_0257,Dragon King,Movie,History,Unknown,2001,109,PG-13,English,Japan,6.6,3393573,40319055,7,97,TRUE,25-07-2022,FALSE
movie_0258,Adventure Love,Movie,Music,Unknown,2009,161,TV-PG,English,USA,8.8,1206373,11102590.5,7,97,FALSE,29-10-2021,FALSE
movie_0259,Princess Warrior,Movie,Crime,Unknown,2004,114,TV-Y7,English,Canada,6.9,702469,25878525,7,97,TRUE,03-02-2022,FALSE
movie_0260,Love Love,Stand-up Comedy,Action,Unknown,2018,55,PG-13,French,USA,4.7,3778470,11102590.5,7,97,FALSE,29-04-2023,FALSE
movie_0261,Hero Dream,Movie,Biography,Crime,2013,88,G,Italian,USA,9.1,169741881,11102590.5,7,97,FALSE,11-04-2025,TRUE
movie_0262,House Secret,Movie,Sport,Unknown,2020,127,TV-G,English,USA,4.8,3778470,5863373,7,97,FALSE,02-02-2023,FALSE
movie_0263,Big Ice,Movie,Music,Western,1994,93,TV-MA,Hindi,South Korea,6.4,3501146,1126300,7,97,TRUE,25-06-2023,FALSE
movie_0264,Our Queen,Movie,Biography,Drama,2013,121,PG,English,South Korea,8.4,8714072,35270961,7,97,FALSE,26-09-2022,FALSE
movie_0265,Warrior Fire,Movie,Western,Unknown,1994,98,G,English,USA,4.5,21557530,6020161,7,97,FALSE,07-10-2020,FALSE
movie_0266,Ice Fire,TV Series,Romance,Family,2005,59,TV-MA,English,Germany,4.1,3778470,11102590.5,12,136,FALSE,31-05-2025,FALSE
movie_0267,Our War,Stand-up Comedy,Animation,Unknown,2024,51,PG,Japanese,South Korea,8.3,3778470,11102590.5,7,97,FALSE,22-03-2021,FALSE
movie_0268,Quest Empire,Movie,Comedy,Unknown,2022,120,G,English,Japan,6.7,11481343,727483,7,97,FALSE,20-01-2025,FALSE
movie_0269,Secret Mystery,Documentary,Drama,Unknown,2012,74,PG-13,Italian,UK,9.8,3778470,11102590.5,7,97,FALSE,25-10-2024,FALSE
movie_0270,Secret Ice,Movie,Romance,Unknown,2020,152,TV-G,English,UK,0.9,389524,492518,7,97,FALSE,01-11-2022,TRUE
movie_0271,Our Mission,TV Series,Music,War,2013,66,PG-13,French,Japan,7.3,3778470,11102590.5,1,78,TRUE,04-12-2020,TRUE
movie_0272,Day Fire,Movie,Family,Unknown,2024,127,TV-Y,English,South Korea,6.9,4158763,214080071,7,97,FALSE,20-12-2021,TRUE
movie_0273,New Adventure,Stand-up Comedy,Adventure,Unknown,2003,54,TV-Y7,Italian,UK,6.1,3778470,11102590.5,7,97,FALSE,09-09-2024,FALSE
movie_0274,Story Phoenix,Stand-up Comedy,Horror,Unknown,1996,51,NC-17,Korean,USA,6.8,3778470,11102590.5,7,97,TRUE,11-11-2024,FALSE
movie_0275,Night City,Stand-up Comedy,Drama,Unknown,2007,67,TV-MA,English,USA,6.6,3778470,11102590.5,7,97,FALSE,09-05-2025,FALSE
movie_0276,Dark Storm,TV Series,Family,Unknown,1991,24,TV-Y,English,India,1.7,3778470,11102590.5,7,106,FALSE,23-02-2022,FALSE
movie_0277,An Empire,TV Series,Adventure,Unknown,1991,25,PG,English,USA,4.9,3778470,11102590.5,12,183,TRUE,04-04-2025,FALSE
movie_0278,Dragon Storm,TV Series,Documentary,Unknown,2023,63,TV-MA,Hindi,USA,6.6,3778470,11102590.5,9,50,FALSE,09-06-2024,FALSE
movie_0279,My Adventure,TV Series,War,Sport,2011,53,TV-Y,English,USA,6.6,3778470,11102590.5,13,77,FALSE,21-06-2022,TRUE
movie_0280,Legend Story,Movie,Mystery,Unknown,1995,100,TV-14,Italian,USA,6.7,4869656,523538611,7,97,FALSE,23-09-2020,FALSE
movie_0281,House Phoenix,Movie,Crime,Unknown,2017,115,PG,English,USA,6.5,3778470,394055,7,97,FALSE,21-07-2022,FALSE
movie_0282,Secret Ice,Movie,Comedy,Drama,1997,90,TV-Y,English,USA,4.2,2199222,32143697,7,97,FALSE,05-03-2024,TRUE
movie_0283,Big Mission,Movie,History,Unknown,2009,118,TV-Y7,Spanish,UK,6.1,1107126,11102590.5,7,97,TRUE,22-04-2024,TRUE
movie_0284,King Dragon,Movie,Romance,Western,1990,112,TV-14,English,USA,6.8,3329576,45321,7,97,TRUE,15-05-2021,FALSE
movie_0285,Dragon Dragon,Documentary,Horror,Unknown,2024,85,PG,English,South Korea,6.4,3778470,11102590.5,7,97,FALSE,13-10-2023,FALSE
movie_0286,First Queen,Stand-up Comedy,Thriller,Unknown,1995,63,TV-Y7,Spanish,Germany,7.3,3778470,11102590.5,7,97,FALSE,03-10-2022,TRUE
movie_0287,The Adventure,TV Series,Animation,Unknown,1995,76,TV-Y7,Japanese,USA,2.7,3778470,11102590.5,7,199,FALSE,24-12-2021,FALSE
movie_0288,Mystery Adventure,Stand-up Comedy,Music,Sci-Fi,2005,66,PG,German,USA,5.8,3778470,11102590.5,7,97,TRUE,24-02-2021,FALSE
movie_0289,Love City,TV Series,Action,Adventure,2007,57,NC-17,English,Canada,8.2,3778470,11102590.5,12,75,FALSE,14-05-2021,TRUE
movie_0290,Dark City,Documentary,Animation,War,1992,84,TV-MA,English,Germany,5.9,3778470,11102590.5,7,97,FALSE,16-03-2023,FALSE
movie_0291,Princess War,Stand-up Comedy,Romance,Unknown,2002,58,TV-G,English,USA,7.6,3778470,11102590.5,7,97,FALSE,06-11-2024,FALSE
movie_0292,Family Princess,Movie,Adventure,Unknown,2000,67,G,English,France,8.4,3778470,35807632,7,97,FALSE,17-05-2023,FALSE
movie_0293,Quest Adventure,Movie,Adventure,Unknown,2009,85,NC-17,English,Canada,7,6918517,13786456,7,97,FALSE,30-01-2025,FALSE
movie_0294,King Kingdom,Movie,Horror,Western,1999,118,TV-MA,English,Canada,8.5,3103842,1012901,7,97,FALSE,01-05-2025,FALSE
movie_0295,Little Dragon,TV Series,Fantasy,History,2011,50,G,English,USA,5.2,3778470,11102590.5,2,27,FALSE,06-11-2020,FALSE
movie_0296,Ice Mystery,Movie,Documentary,Unknown,2011,102,PG,French,USA,7.5,2650811,11102590.5,7,97,FALSE,01-11-2024,FALSE
movie_0297,Secret Mission,Documentary,Thriller,Unknown,1995,99,NC-17,English,USA,4.8,3778470,11102590.5,7,97,FALSE,02-11-2022,FALSE
movie_0298,City Dream,Movie,Adventure,Unknown,2014,121,PG-13,Korean,USA,6.9,2411775,4770765,7,97,TRUE,08-02-2021,FALSE
movie_0299,Quest Mystery,TV Series,Biography,Unknown,1986,36,R,French,Japan,7.4,3778470,11102590.5,3,54,TRUE,15-12-2022,TRUE
movie_0300,House War,Movie,Sci-Fi,Unknown,2024,155,NC-17,English,USA,6.9,3778470,11102590.5,7,97,FALSE,25-02-2021,FALSE
movie_0301,Fire Battle,Movie,Horror,Unknown,1991,108,TV-Y7,Japanese,USA,5.6,902788,27378941,7,97,FALSE,20-11-2024,FALSE
movie_0302,Bright Battle,Movie,Drama,Unknown,1997,105,TV-MA,English,USA,6.4,5521994,11102590.5,7,97,FALSE,06-09-2021,FALSE
movie_0303,Quest Princess,Movie,History,Western,1990,132,TV-Y,Japanese,USA,6.3,27892159,12209704,7,97,FALSE,28-04-2022,TRUE
movie_0304,Dragon Warrior,Movie,History,Horror,2011,122,NC-17,Hindi,USA,6.3,13039164,51016239,7,97,TRUE,05-06-2023,FALSE
movie_0305,Legend House,Movie,Adventure,Fantasy,1984,113,TV-MA,English,Japan,6.4,3778470,53455628,7,97,TRUE,14-06-2021,FALSE
movie_0306,Warrior House,TV Series,Comedy,Unknown,2009,45,G,English,UK,6.4,3778470,11102590.5,1,83,FALSE,02-10-2021,FALSE
movie_0307,Dark Ice,Stand-up Comedy,Crime,Unknown,2023,48,TV-Y,Italian,India,10,3778470,11102590.5,7,97,FALSE,02-03-2024,FALSE
movie_0308,Old Dragon,Documentary,Western,Unknown,2010,86,PG-13,Korean,Canada,3.2,3778470,11102590.5,7,97,FALSE,30-10-2023,FALSE
movie_0309,War Legend,Movie,Sci-Fi,Unknown,2006,151,TV-PG,English,USA,7.3,809242,69363028,7,97,FALSE,03-11-2023,TRUE
movie_0310,Legend Ice,Limited Series,Family,War,2003,32,R,English,USA,6.3,3778470,11102590.5,14,86,FALSE,24-01-2021,FALSE
movie_0311,War Empire,Stand-up Comedy,Adventure,Unknown,1993,72,TV-MA,English,USA,3.9,3778470,11102590.5,7,97,TRUE,16-01-2023,FALSE
movie_0312,King Legend,TV Series,Romance,Unknown,2019,64,PG,English,UK,7.4,3778470,11102590.5,7,192,TRUE,24-11-2022,TRUE
movie_0313,Quest Love,TV Series,Adventure,War,2004,9,NC-17,English,Canada,0.5,3778470,11102590.5,7,124,FALSE,24-10-2023,FALSE
movie_0314,Adventure Princess,Movie,Sci-Fi,Unknown,2023,113,PG,English,India,6.4,4061469,9300295,7,97,FALSE,01-11-2024,FALSE
movie_0315,Big Hero,Stand-up Comedy,Mystery,Fantasy,1997,51,R,English,Canada,7.9,3778470,11102590.5,7,97,TRUE,05-02-2021,FALSE
movie_0316,Mystery Kingdom,Movie,History,Unknown,2018,119,NC-17,Hindi,USA,6.8,3778470,11102590.5,7,97,FALSE,25-03-2024,FALSE
movie_0317,Mystery Love,Movie,Drama,Unknown,1996,87,TV-Y,French,South Korea,8.6,3778470,544577,7,97,TRUE,25-03-2025,TRUE
movie_0318,Mission Day,Movie,Crime,Unknown,1994,117,TV-Y,English,USA,5.5,1807059,57074574,7,97,FALSE,12-05-2021,FALSE
movie_0319,My Journey,Movie,Crime,Unknown,1990,121,TV-Y7,Japanese,South Korea,5.3,3778470,5454814,7,97,TRUE,06-04-2021,TRUE
movie_0320,Fire Queen,Movie,Documentary,Unknown,1991,101,R,English,USA,5.3,9012419,11102590.5,7,97,FALSE,02-08-2021,FALSE
movie_0321,First Family,Stand-up Comedy,Comedy,Unknown,2014,534,TV-MA,English,Germany,6.4,3778470,11102590.5,7,97,FALSE,24-03-2024,TRUE
movie_0322,Day Night,Movie,Western,Unknown,2015,109,PG,Spanish,USA,6.2,18695365,255722052,7,97,TRUE,30-07-2022,FALSE
movie_0323,Little City,Movie,Adventure,Mystery,2011,145,NC-17,English,Canada,4.4,183679,150842229,7,97,FALSE,09-11-2022,TRUE
movie_0324,Phoenix Dragon,Documentary,Fantasy,Unknown,1994,66,PG,English,Canada,6.9,3778470,11102590.5,7,97,FALSE,02-01-2021,TRUE
movie_0325,Dream Family,Stand-up Comedy,Sport,Unknown,2011,64,TV-14,Hindi,Canada,4.8,3778470,11102590.5,7,97,FALSE,31-07-2025,FALSE
movie_0326,Our Queen,Movie,Family,Unknown,2018,98,TV-MA,English,South Korea,4.8,3778470,11102590.5,7,97,FALSE,12-02-2023,FALSE
movie_0327,The Storm,TV Series,History,Drama,2005,48,G,English,USA,7.4,3778470,11102590.5,2,164,FALSE,05-10-2021,FALSE
movie_0328,Mystery Day,Documentary,Horror,Family,2024,46,TV-Y7,Italian,USA,9.3,3778470,11102590.5,7,97,FALSE,15-04-2021,FALSE
movie_0329,Battle Phoenix,Stand-up Comedy,Documentary,Unknown,2021,49,TV-Y7,English,USA,6.6,3778470,11102590.5,7,97,FALSE,25-07-2025,TRUE
movie_0330,Legend King,Documentary,Biography,Unknown,2010,71,PG,English,UK,9.5,3778470,11102590.5,7,97,FALSE,06-12-2023,FALSE
movie_0331,A Quest,TV Series,Family,Unknown,2018,36,PG,Italian,UK,6.4,3778470,11102590.5,3,138,TRUE,01-12-2020,FALSE
movie_0332,Queen Dream,Stand-up Comedy,Fantasy,Crime,1997,75,TV-Y7,Spanish,USA,6.5,3778470,11102590.5,7,97,TRUE,11-07-2023,FALSE
movie_0333,The Dream,Movie,Action,Unknown,2019,72,TV-14,Korean,USA,8,3004314,11102590.5,7,97,TRUE,09-11-2020,FALSE
movie_0334,Story Warrior,Limited Series,Comedy,Unknown,1998,39,TV-14,Hindi,India,6.2,3778470,11102590.5,13,31,FALSE,31-10-2022,FALSE
movie_0335,Quest Mission,TV Series,Crime,Unknown,2016,27,TV-14,Japanese,South Korea,6.4,3778470,11102590.5,7,149,FALSE,28-12-2022,FALSE
movie_0336,Queen Warrior,Movie,Comedy,Unknown,2006,183,G,English,UK,7.8,1807604,71561859,7,97,TRUE,09-02-2021,FALSE
movie_0337,Storm Dream,TV Series,Documentary,Unknown,2014,31,TV-Y7,French,USA,5.9,3778470,11102590.5,7,199,TRUE,12-08-2024,FALSE
movie_0338,Old Mission,Movie,Romance,Sci-Fi,2004,106,NC-17,English,Canada,4.7,262233,90979995,7,97,TRUE,24-01-2022,FALSE
movie_0339,Big Empire,Movie,Fantasy,Sport,1961,106,PG-13,Spanish,Japan,7.5,945058,11102590.5,7,97,FALSE,19-10-2024,FALSE
movie_0340,Mission Quest,Movie,Documentary,Unknown,2010,124,TV-Y,English,USA,6.3,1398006,11102590.5,7,97,TRUE,14-12-2020,FALSE
movie_0341,Battle Ice,TV Series,Western,Unknown,2005,64,NC-17,English,USA,6.3,3778470,11102590.5,7,8,FALSE,18-02-2024,TRUE
movie_0342,Adventure Story,Movie,Biography,Unknown,2001,103,TV-Y7,English,USA,7.4,1502147,123063274,7,97,FALSE,03-07-2023,FALSE
movie_0343,Legend Mission,Movie,Animation,Unknown,2022,119,PG-13,English,USA,6.4,3778470,42547797,7,97,FALSE,19-01-2023,FALSE
movie_0344,Mystery Fire,Movie,Thriller,Unknown,2017,110,PG,English,South Korea,5.1,6458405,2367644,7,97,FALSE,26-09-2022,TRUE
movie_0345,Dark Secret,TV Series,Fantasy,Unknown,2001,64,NC-17,English,USA,7.5,3778470,11102590.5,3,146,FALSE,19-02-2023,FALSE
movie_0346,House City,TV Series,Animation,Sci-Fi,2008,30,TV-PG,English,South Korea,6.6,3778470,11102590.5,2,50,FALSE,02-01-2023,FALSE
movie_0347,Story Warrior,TV Series,Comedy,Family,1996,51,NC-17,French,USA,4.9,3778470,11102590.5,9,168,TRUE,23-05-2021,FALSE
movie_0348,Quest Adventure,TV Series,Sport,Family,2024,43,TV-PG,Spanish,USA,6.4,3778470,11102590.5,13,123,TRUE,10-01-2025,FALSE
movie_0349,Fire King,Documentary,Romance,Unknown,2018,101,PG,English,USA,7.3,3778470,11102590.5,7,97,FALSE,27-03-2023,TRUE
movie_0350,Dragon Hero,Movie,History,Family,2020,91,G,English,South Korea,8,16253067,11102590.5,7,97,FALSE,19-08-2021,TRUE
movie_0351,Family Story,TV Series,Family,Unknown,2018,28,TV-Y,English,USA,6.4,3778470,11102590.5,2,191,TRUE,11-09-2020,FALSE
movie_0352,New Kingdom,Documentary,Thriller,Unknown,2022,54,TV-Y,Japanese,USA,6.1,3778470,11102590.5,7,97,FALSE,23-03-2024,FALSE
movie_0353,Quest Hero,Limited Series,Action,Adventure,2009,437,NC-17,Italian,USA,5.5,3778470,11102590.5,7,19,FALSE,21-08-2020,FALSE
movie_0354,New Adventure,Documentary,Adventure,Thriller,2010,85,G,Spanish,USA,7,3778470,11102590.5,7,97,FALSE,20-01-2021,FALSE
movie_0355,Dream Dream,Limited Series,Family,Crime,2019,65,R,English,USA,5.9,3778470,11102590.5,4,177,FALSE,24-07-2024,FALSE
movie_0356,Love Empire,TV Series,Music,History,1999,43,TV-PG,Korean,USA,7.9,3778470,11102590.5,14,67,FALSE,28-07-2023,FALSE
movie_0357,Our Queen,Movie,Crime,Unknown,2006,115,TV-Y,English,USA,6.6,1750267,11102590.5,7,97,FALSE,22-06-2025,FALSE
movie_0358,Legend Secret,TV Series,Drama,Unknown,1992,37,TV-MA,English,Japan,9,3778470,11102590.5,4,148,FALSE,21-04-2025,FALSE
movie_0359,Quest Hero,Movie,Biography,Unknown,1973,103,TV-14,Korean,USA,6.4,22962132,124272260,7,97,FALSE,13-06-2025,TRUE
movie_0360,Fire Night,TV Series,Comedy,Adventure,1953,52,TV-14,English,USA,4,3778470,11102590.5,2,116,FALSE,14-12-2022,TRUE
movie_0361,War Adventure,Movie,Drama,Unknown,2022,22,TV-MA,English,USA,6.8,3778470,11102590.5,7,97,TRUE,04-06-2022,FALSE
movie_0362,Bright Phoenix,Documentary,Drama,Unknown,2021,84,TV-Y,English,UK,7.9,3778470,11102590.5,7,97,TRUE,09-05-2023,FALSE
